Taxpayer ID,Property Value,Location,Ownership Date
TXP_4DA8AB0B35,2000000.0,Rural East,2009-01-28
TXP_22D5659B71,1154889.7,Coastal Area,2006-03-17
TXP_01C122FFFC,123036.62,City Center,2010-08-01
TXP_33381C1D83,598034.28,,2011-10-16
TXP_098EAAE83E,192093.63,Coastal Area,
TXP_5D29EE90A9,418480.62,Suburban West,2021-12-08
TXP_963FC7DCB7,402875.19,City Center,2017-10-31
TXP_B72332CDF9,50000.0,Suburban West,2023-06-25
TXP_07E2D4D036,609486.75,,2012-03-28
TXP_37150C933A,58911.77,Suburban West,2010-06-04
TXP_CB0E276E74,933021.51,City Center,2022-02-19
TXP_2E48FFB015,487901.62,Suburban North,2017-06-18
TXP_5139C34FFC,463320.54,,2018-05-08
TXP_61D92B7B78,408816.44,Industrial South,2010-08-05
TXP_9064D8B5AD,292213.99,City Center,
TXP_AB75A01E02,485205.37,Suburban West,2010-06-16
TXP_0E51EFA08A,375507.15,City Center,2016-07-08
TXP_B091D91AE8,90512.16,Suburban West,2022-06-01
TXP_6EED7CB2E4,151734.09,City Center,2011-12-18
TXP_6D1061FF14,157504.52,City Center,2009-05-30
TXP_98B8EC3081,1945783.88,Suburban North,2023-05-29
TXP_66FC97727D,624938.57,City Center,2018-05-13
TXP_5DECDB37C8,815721.0,Suburban North,2012-10-09
TXP_601A40614A,515268.05,Suburban North,2016-11-10
TXP_D2D804278B,280628.72,Suburban West,2010-11-16
TXP_4053899C0E,2000254.09,Industrial South,2007-07-21
TXP_9DEF295C00,248784.27,City Center,2017-12-10
TXP_0DB81222B6,520986.39,Rural East,2007-01-26
TXP_7A865B6D0E,205131.92,Suburban West,2022-06-11
TXP_582981B6B3,100932.73,Rural East,2010-04-12
TXP_4C3CD20246,120173.35,Coastal Area,2009-07-18
TXP_99AD4114AF,436351.84,City Center,2006-09-19
TXP_259837A1D5,321241.77,Coastal Area,2008-09-26
TXP_71193E1206,134841.94,Suburban West,2009-12-08
TXP_78B46C4561,582534.55,City Center,2013-07-02
TXP_0FF6D4ABE1,2000000.0,Rural East,2023-03-19
TXP_27D26ED398,414630.25,City Center,2010-10-26
TXP_634EB467BB,212044.18,Suburban North,2010-04-09
TXP_09206AEC8E,50000.0,Suburban North,2015-10-24
TXP_B565BDEC8D,484354.17,Suburban North,2013-11-26
TXP_FAC8BF5491,325271.48,Suburban North,2017-03-11
TXP_6D34225B52,187186.38,Suburban West,2024-11-24
TXP_A07F2170E8,1874898.69,,2017-03-05
TXP_9BF3D909CD,866088.47,Suburban West,2018-05-19
TXP_943B1771BD,359822.81,City Center,2021-04-07
TXP_10329916BF,53975.66,Suburban West,2020-07-03
TXP_3B4CA1FEA8,155389.5,Rural East,2017-08-23
TXP_3FA4EFB6E5,233034.62,Suburban North,2008-02-15
TXP_C0A5915EEE,206247.95,Coastal Area,2014-05-27
TXP_E5F3B4A976,1540721.87,City Center,2021-01-01
TXP_F7E2BA694E,361346.86,,2020-03-24
TXP_A26731B14A,112536.81,City Center,2022-03-23
TXP_BA2C544173,1501010.38,Suburban North,2021-10-31
TXP_B454BCABF6,86905.7,Suburban West,2023-07-30
TXP_7B1A4EB7C0,2000000.0,City Center,2018-09-03
TXP_D8BD0973E7,328088.55,Suburban West,2006-05-15
TXP_A1DABB63DC,,Industrial South,
TXP_A68307C49C,208015.67,Suburban West,2023-01-15
TXP_3FF00A87CF,456614.48,City Center,2013-12-03
TXP_4B55856F28,763059.49,Rural East,2008-01-07
TXP_5A0DEA8C32,405661.02,City Center,2013-03-15
TXP_4384AFD75D,106199.56,Suburban North,2006-07-30
TXP_E623927C1A,50000.0,Rural East,2008-09-28
TXP_77CEED39B0,302291.35,Suburban West,
TXP_1A1D1F53DE,225248.53,Rural East,2013-07-01
TXP_97587AE085,350199.85,Industrial South,2024-06-17
TXP_3D5EB4685C,534328.24,Suburban North,2010-06-18
TXP_3C60EFB432,119710.05,City Center,2017-10-03
TXP_25123D9857,50000.0,Rural East,2005-08-26
TXP_6219CD226E,241251.34,City Center,2008-02-14
TXP_3B071602A0,196939.98,Suburban West,2011-06-13
TXP_E552D0FC59,100240.41,Industrial South,2022-05-15
TXP_FE7730EFC8,543502.27,City Center,2011-11-30
TXP_07476612C7,294896.35,Suburban West,2016-11-09
TXP_855F3319E8,789779.72,Coastal Area,2021-11-06
TXP_5BFBF2122E,551297.4,Suburban West,2021-09-01
TXP_56ABD1DC80,616344.58,City Center,2021-04-02
TXP_5645EECF96,859244.96,Suburban North,2006-08-30
TXP_BDB509C660,178870.26,City Center,2009-10-08
TXP_09FD201124,1434440.64,Coastal Area,2008-01-06
TXP_FB324EEDD9,818333.91,Suburban North,2011-04-19
TXP_184D76CBF3,105377.46,Suburban North,2007-03-01
TXP_A8AC86319E,,City Center,2021-08-05
TXP_98A48BE603,63309.19,Rural East,2009-02-18
TXP_EC4882DEA7,124669.82,City Center,2015-06-29
TXP_7BC5B892E0,1229869.88,City Center,2024-04-30
TXP_343EA93C9F,758075.26,Suburban West,2016-02-04
TXP_45F56A2BCE,278314.82,Suburban North,2017-02-19
TXP_70F4B5E313,,Suburban North,2010-02-20
TXP_5BC7A49AF9,,Suburban West,2009-03-03
TXP_2917CEB3B9,140530.89,City Center,2019-12-25
TXP_08EE75F523,235142.96,Suburban West,2015-05-07
TXP_D475DC2EE3,335346.66,Suburban West,2011-08-13
TXP_BD0B977CC3,257708.03,Rural East,2018-12-01
TXP_24F734CCB1,196199.25,Suburban West,2008-06-07
TXP_65276D214F,209557.55,Industrial South,2008-07-08
TXP_4CCF8566A2,1739796.72,Suburban North,2007-09-24
TXP_3AA31B527C,102573.45,City Center,2015-03-29
TXP_DD944649BD,2000000.0,Rural East,2020-01-23
TXP_D32D7BC136,50000.0,Suburban West,2013-05-01
TXP_2F0602B6E9,502979.26,City Center,2019-12-11
TXP_6DDA658F4E,1424719.67,City Center,2018-05-14
TXP_64F4B200C9,89796.85,Rural East,2007-03-04
TXP_FCC35F34C9,693184.02,,2007-09-19
TXP_6C94F7D145,1591227.27,City Center,2014-10-15
TXP_1E865610F4,1978626.86,Suburban North,2006-07-30
TXP_E70880A07B,265257.57,Suburban West,2020-12-15
TXP_FFDC750C47,320405.8,Suburban North,2017-01-21
TXP_201DFA88B4,119209.53,,
TXP_123EF51B0E,239163.01,Rural East,2012-07-07
TXP_FC49C714A4,342480.6,Suburban West,2015-06-05
TXP_83A27C35B3,320980.17,Suburban North,2014-12-14
TXP_A6166A5C84,167768.82,Rural East,2008-01-19
TXP_50D966FE3E,59466.19,Suburban North,2018-12-27
TXP_08632ABAC5,582058.69,Rural East,2007-11-09
TXP_3A8D73101A,1460014.67,City Center,2016-09-28
TXP_46F450E8BF,422507.84,Rural East,2014-01-11
TXP_75F4C53921,624543.39,City Center,2013-06-24
TXP_1AEB6D05E6,63403.6,Suburban North,2015-12-02
TXP_393C99CEFC,76970.44,Industrial South,2021-09-03
TXP_434A593EFA,543565.18,Rural East,2006-12-27
TXP_0CC9AF6504,194608.71,City Center,2020-10-30
TXP_EFF08E1315,606698.83,Suburban West,2007-05-04
TXP_CBA82380B5,1342709.6,Suburban North,2011-09-30
TXP_A312B10B16,712938.45,City Center,2022-03-16
TXP_FE685FBEDB,643727.55,Rural East,2005-09-23
TXP_3AD8A2F0E5,2000000.0,Suburban North,2019-09-13
TXP_8D4100AB31,184990.26,Suburban North,2024-02-20
TXP_876DACECF7,593140.1,Suburban North,2010-12-05
TXP_CE0CF6292A,482173.84,Rural East,2014-07-13
TXP_974031572B,476367.65,Suburban West,2005-09-14
TXP_4BDF9C2E02,156276.11,Rural East,2016-12-25
TXP_40B3AC5266,61641.56,Suburban North,2012-11-14
TXP_387D3CA3CF,222156.83,Suburban North,2023-01-03
TXP_644BC59A25,92660.58,,2009-05-09
TXP_EDD5EE68AC,140416.59,City Center,2006-05-03
TXP_3331A9FF5B,277148.11,Industrial South,2013-09-26
TXP_1D40778B4C,244688.77,City Center,2006-03-21
TXP_8E940B95DA,337176.93,City Center,
TXP_C41E4D153E,81178.12,City Center,2018-11-30
TXP_079BC2C036,267019.52,Coastal Area,2023-06-05
TXP_DE7EFDCB67,909117.22,City Center,2008-03-11
TXP_8B132928FD,215344.35,Industrial South,2021-09-17
TXP_9F3E69D902,390202.72,Rural East,2019-03-11
TXP_06EC14714A,323722.26,Industrial South,2015-03-26
TXP_8044627CEE,535012.24,,2013-10-17
TXP_E6F9F5448C,372179.33,City Center,2022-01-01
TXP_21042C9508,101023.23,Industrial South,2006-09-02
TXP_A015F3C226,87162.4,Coastal Area,2015-07-01
TXP_32D4DECB60,181918.03,City Center,2023-04-02
TXP_A4942C0E7A,1010234.13,Suburban North,2020-04-30
TXP_09206AEC8E,214213.5,Suburban West,2006-12-28
TXP_258A8186CD,297623.31,City Center,2015-03-11
TXP_2E50E85C5C,270096.18,City Center,2005-06-20
TXP_B17E753063,50000.0,Suburban North,2017-06-20
TXP_09DED5D874,324816.68,Suburban North,2024-09-16
TXP_187A03C287,611849.13,City Center,2016-01-02
TXP_98E5F3A9E3,288059.57,,2024-02-11
TXP_A21836EE6A,171617.46,Rural East,2016-06-01
TXP_CF2CD74F42,288952.11,Suburban North,2014-01-18
TXP_00EB200D76,89001.53,Suburban North,2016-12-02
TXP_401B1C449C,52831.58,Industrial South,2020-01-08
TXP_E7BC983EE1,266366.86,Suburban West,2016-08-24
TXP_368DD86E9E,450621.99,City Center,2023-06-24
TXP_53047BCAC7,448027.4,City Center,2016-11-24
TXP_DFFE466F52,1097041.53,City Center,2020-04-09
TXP_FC13B0DEDC,157828.33,Rural East,2024-09-04
TXP_61F45AAA5C,164812.5,Coastal Area,2018-02-28
TXP_EC2C7D6D13,220992.49,Suburban North,2023-02-01
TXP_8E51B3B34E,1048254.73,Suburban North,2006-06-27
TXP_F8950C1478,55571.32,City Center,2009-04-12
TXP_015709BEDC,737283.79,Suburban West,2010-09-24
TXP_E2F2F3F8AF,223795.09,City Center,2017-10-15
TXP_D8E6F1BAA5,243849.9,Suburban North,2007-07-24
TXP_77CE7C6321,50000.0,City Center,2022-01-12
TXP_58C8625F29,296163.11,City Center,2022-03-22
TXP_56B1CE9F61,86632.02,Suburban West,2024-06-13
TXP_006B78CE1E,472228.33,City Center,2018-11-15
TXP_9877784BBE,801571.46,Suburban North,2006-09-12
TXP_F9365A2C9D,600982.0,Coastal Area,2014-09-17
TXP_439500031B,,City Center,2009-09-11
TXP_B6FDFCBE4F,168388.64,City Center,2006-09-01
TXP_2F63068F47,62883.95,Rural East,2022-03-13
TXP_FEF95615D2,369611.4,Suburban North,2008-04-15
TXP_6800FB6E38,285625.06,Suburban West,2009-06-26
TXP_445E6C2BF0,603530.93,Suburban West,2014-10-15
TXP_E026426D40,294463.14,Rural East,2015-04-01
TXP_2A575D256B,175986.24,Suburban North,
TXP_071E8D0F4B,76191.43,City Center,2025-03-10
TXP_6F84EEB95B,113425.79,Coastal Area,2023-07-13
TXP_2123B3E852,597253.07,Rural East,2024-11-18
TXP_5EE3D7AC5B,74936.19,City Center,2019-07-27
TXP_66FC97727D,235381.95,Rural East,2020-06-21
TXP_4564D2352A,211272.83,Suburban North,2006-07-31
TXP_8A78ED2ADF,230178.49,Suburban North,2021-12-15
TXP_E86BB2FE85,221582.23,City Center,2012-12-31
TXP_83F4F90C03,,Rural East,
TXP_196ED9E0B0,543946.37,Suburban West,
TXP_E7DF0D5F7B,369484.56,Industrial South,2013-06-21
TXP_9095B15B39,184226.17,City Center,2015-10-25
TXP_F6EF719A38,299537.05,Coastal Area,2022-10-25
TXP_7057CDEE32,213721.46,City Center,2007-11-25
TXP_4C63AAF716,197470.7,Rural East,2018-11-05
TXP_8BDDD92066,717327.35,Suburban North,2019-12-24
TXP_D95E78876D,912632.96,,2018-07-21
TXP_B68803B87B,123312.11,City Center,2022-07-29
TXP_FFC6550DB6,217541.29,Industrial South,2024-03-27
TXP_B983826F85,1313736.75,,2019-12-17
TXP_BB2C25ABFB,223442.65,Industrial South,2015-11-22
TXP_A42E3282CE,78526.48,City Center,2010-12-23
TXP_BD4FC522AE,413637.53,Suburban West,2007-07-03
TXP_848EE07A7E,196566.89,Rural East,2011-05-04
TXP_7FA4F6C9E6,269754.08,Industrial South,2015-01-21
TXP_F77A542ADF,753040.75,Suburban West,2023-11-25
TXP_8424CAF108,115045.37,Coastal Area,2022-10-27
TXP_72853F207C,378619.18,Rural East,2006-07-17
TXP_AD4836701F,1206713.59,Suburban West,2014-02-05
TXP_851A007962,970123.94,Coastal Area,2011-12-04
TXP_E8B6916EA1,87984.61,City Center,2013-04-14
TXP_589F88297C,77664.23,Suburban North,2024-12-09
TXP_4AA166D449,,Suburban West,2011-02-19
TXP_77B544D6C0,156998.05,City Center,2013-10-01
TXP_E066095C2E,1811653.92,Rural East,2012-05-30
TXP_B5403AF7EE,531414.58,Coastal Area,2019-11-19
TXP_2B4BEA0D22,59730.89,Coastal Area,2009-03-11
TXP_20AAC99DD3,226922.68,City Center,2022-02-01
TXP_387A0B1D3E,539805.37,Suburban North,2018-10-10
TXP_2CC4098AAB,469756.15,Rural East,2015-09-06
TXP_40D26B04CA,76411.3,Rural East,2025-04-10
TXP_A172C65842,330437.26,Coastal Area,2011-07-09
TXP_9B27EB43D8,302396.79,Suburban North,2017-05-24
TXP_B84EF469B5,,Suburban West,2019-11-30
TXP_FA5BC24441,101039.24,Coastal Area,2012-07-05
TXP_415A70887C,412741.93,Industrial South,2015-12-19
TXP_9E8D34E3DF,322798.46,Industrial South,
TXP_033DEE7FFE,595974.88,Rural East,2010-05-29
TXP_5FE4B07229,497561.78,Suburban North,2010-04-27
TXP_430B21C322,254649.62,Suburban West,2023-05-22
TXP_AAC6236D57,138453.6,City Center,
TXP_0FF6D4ABE1,143940.28,,2017-03-21
TXP_B72B05BF5A,581300.9,Suburban North,2023-10-16
TXP_9E41CBF001,113080.73,Rural East,2013-07-05
TXP_AB6D81B9A8,145192.3,Industrial South,2013-02-07
TXP_A679BA7B3E,,Suburban North,2013-12-05
TXP_BCE6CFC677,186249.05,Suburban North,2007-09-02
TXP_091C6EE748,190560.69,City Center,2013-12-03
TXP_551CF3A7BC,303768.1,City Center,2012-11-17
TXP_1649534D92,205987.63,City Center,2024-11-07
TXP_78B46C4561,218371.65,City Center,2016-07-20
TXP_106EC0C9B0,623836.47,Suburban West,2005-09-20
TXP_41B1E7960A,231532.95,Suburban West,2014-10-06
TXP_EEA498C682,153998.95,Coastal Area,2024-05-01
TXP_CB89A1AA28,691415.29,City Center,
TXP_5C167D85FC,128435.11,Suburban North,2016-08-18
TXP_12C65FE77D,240769.07,Suburban North,2016-12-07
TXP_A045DD799F,62711.07,Coastal Area,2019-08-15
TXP_F99C85CB1B,287472.49,City Center,2008-07-18
TXP_27970FAB02,508152.75,Suburban West,2024-12-10
TXP_74C705B9BA,151589.38,City Center,2017-04-19
TXP_54F3E9F025,232594.71,City Center,2007-08-16
TXP_091C6EE748,1075744.41,Suburban North,2023-10-17
TXP_73B6CEA9E6,273631.09,Suburban West,2017-07-29
TXP_A679BA7B3E,489245.84,Suburban North,2019-11-25
TXP_2B1F36EA8A,2000000.0,Rural East,2008-11-13
TXP_899BE0FFFC,1947715.84,City Center,2010-07-28
TXP_58467EBC76,256263.87,Industrial South,2011-03-21
TXP_44DC10C67B,191995.88,Suburban North,2022-12-25
TXP_5492246BA1,50000.0,Industrial South,2008-01-02
TXP_9F371EDFA6,211073.48,Rural East,2012-04-04
TXP_13D9C87362,319726.13,City Center,2008-10-26
TXP_1CCD34ACA1,738200.43,City Center,2008-05-03
TXP_300DC7B6BA,359888.02,City Center,2017-11-07
TXP_09BAAC0960,299464.28,Coastal Area,2022-04-26
TXP_1E27A0C1EB,118217.44,Suburban West,2024-04-24
TXP_93769E032F,270487.37,Coastal Area,2017-05-28
TXP_55D2E21797,170671.61,Suburban North,2013-01-23
TXP_A814CD4135,92879.44,Suburban West,2017-09-18
TXP_2AE4D5F531,119898.97,City Center,2007-01-23
TXP_CC60D2F0A3,543027.43,Suburban North,2010-11-22
TXP_78A80F0B19,828647.26,Rural East,2021-05-19
TXP_974031572B,313089.4,Suburban West,2006-09-07
TXP_32F57DD4C2,174056.47,Suburban West,2007-11-01
TXP_F4103A3C55,290826.02,Suburban West,2009-12-14
TXP_8F0C56905E,143171.15,Suburban West,2014-11-20
TXP_8D45AE6B8D,50000.0,Suburban North,2009-09-17
TXP_94F3B07FBC,68023.39,Suburban West,2014-07-29
TXP_9095B15B39,96217.59,Suburban West,2011-02-20
TXP_DC62C2B726,109179.05,Suburban West,2021-03-21
TXP_56C756164D,611701.71,Rural East,2007-02-09
TXP_A6EC2FC5E1,292749.35,,2022-04-14
TXP_07E2D4D036,50000.0,Suburban North,2023-11-23
TXP_313820A046,993105.04,Coastal Area,
TXP_C3402388C2,1218743.44,Coastal Area,2007-11-25
TXP_920C433D2A,183014.77,City Center,2015-01-16
TXP_FAD098118B,219529.64,City Center,2024-06-24
TXP_027CFF418D,183253.14,City Center,
TXP_11484A22F3,658604.42,City Center,2020-10-14
TXP_A21836EE6A,520037.83,Suburban West,2024-04-29
TXP_269304CF5D,179154.88,Suburban North,2007-07-26
TXP_CB69D2C080,96987.79,Suburban West,2020-10-31
TXP_19A5573F53,1049842.03,Suburban North,2005-06-10
TXP_FE7730EFC8,,City Center,2024-05-14
TXP_24F734CCB1,131666.68,Suburban West,2018-03-25
TXP_091F25693F,1861849.36,Industrial South,
TXP_0BCFF38D89,368216.59,Suburban North,2013-09-30
TXP_E067E8D031,717735.24,Rural East,2016-05-17
TXP_3E9E0E3961,,Suburban West,2007-01-08
TXP_9E1579E2AE,2399039.05,Suburban West,2013-02-16
TXP_C257D47EB4,648062.16,Suburban West,2014-09-09
TXP_33B14BFE01,752775.09,Suburban West,2019-08-17
TXP_4D0930F1C0,335143.62,Suburban West,2024-06-27
TXP_4559866D84,848614.17,Rural East,2008-05-31
TXP_73B9D80B06,208468.56,Industrial South,2010-10-19
TXP_CB95734F47,99957.73,Suburban West,2021-01-08
TXP_D32244250D,106428.28,City Center,2018-11-22
TXP_EFA4A77065,693587.14,Industrial South,2017-04-20
TXP_5D7AD060FD,166245.68,,2005-12-21
TXP_979781918D,154493.07,Rural East,2007-10-18
TXP_9BE1D6E9A1,70690.58,City Center,2024-03-27
TXP_FC0A3DF804,488213.26,City Center,2005-11-21
TXP_631E69D01C,222055.83,Suburban North,2010-08-08
TXP_09C1EF98F7,734884.88,Suburban West,2017-11-11
TXP_92146655AF,816838.91,Rural East,2019-03-07
TXP_99A17417BD,1381929.34,Rural East,2022-07-08
TXP_49D500CBC4,200047.74,Industrial South,2007-05-19
TXP_ABFAD7D904,162785.78,Suburban West,2017-01-20
TXP_206ADB3DD0,559319.67,City Center,2015-07-05
TXP_6D1061FF14,168587.78,Suburban North,2005-05-11
TXP_D40D195391,447505.51,Rural East,2016-05-03
TXP_F3623B01AC,176030.59,Suburban West,2008-08-20
TXP_07E3237462,428380.12,Rural East,2015-06-12
TXP_1974B4E63C,334310.34,Suburban West,2016-08-20
TXP_1BDD501F94,58307.35,City Center,2017-09-14
TXP_A47D1C37C9,150264.24,Industrial South,2021-02-12
TXP_6B1B7CD6C7,202864.77,City Center,2014-03-07
TXP_38DCC61582,103643.09,Suburban West,2009-10-14
TXP_8970EE1611,573307.52,Coastal Area,2014-02-24
TXP_F64B6286CA,156915.4,Coastal Area,2017-01-25
TXP_1FA52FF8BC,299562.08,Suburban North,2007-06-05
TXP_4CC8D61AA7,261815.14,Suburban West,2013-08-30
TXP_BD181AC342,374914.6,City Center,2019-04-30
TXP_1E92A59188,195171.44,Suburban West,2007-05-04
TXP_178ED7973F,362769.48,City Center,2023-06-16
TXP_5264A66840,804420.06,Suburban West,2008-12-31
TXP_66B8EF0F78,136357.85,Rural East,2015-10-15
TXP_9C7101F25D,419925.83,Industrial South,2023-07-16
TXP_7A6F2E16BE,241697.85,City Center,2015-08-26
TXP_749C030F41,,Suburban North,2011-10-18
TXP_AB850DB3DB,494323.49,Coastal Area,2006-11-12
TXP_313FE5E03F,330486.59,Coastal Area,2021-04-05
TXP_1AE8A828A6,798670.45,City Center,2013-01-27
TXP_E74896BD31,683098.97,Suburban North,2018-09-20
TXP_161F3364B2,320920.49,Suburban West,2018-02-07
TXP_BC212E1127,,City Center,2023-01-03
TXP_7D9236AF53,340310.17,Industrial South,2023-07-07
TXP_9382B40242,60159.45,,2017-12-14
TXP_8DBCB41654,367947.69,,2010-06-26
TXP_B339426B06,105441.54,City Center,2018-09-05
TXP_2B7569D4FA,243229.37,Suburban West,2018-06-08
TXP_34DDBDBACF,75658.91,Coastal Area,2015-04-23
TXP_F82110547D,1413666.62,City Center,2011-10-17
TXP_58F0CBBE88,327514.83,Rural East,2009-03-18
TXP_578727C71C,86300.18,Rural East,2015-10-02
TXP_AC39713E75,1138387.27,Suburban West,2021-07-27
TXP_DDB4445446,436462.05,Rural East,2009-11-02
TXP_4A080C36AF,,Coastal Area,2015-05-09
TXP_D06E4FFE4E,318622.91,Industrial South,2017-06-04
TXP_9BA7D63226,176955.26,City Center,2015-04-13
TXP_AA9366057B,225508.06,Suburban North,2024-05-11
TXP_9A8781CE5A,258099.59,Suburban West,2009-01-02
TXP_8CE82898BE,677602.66,Suburban North,2005-10-17
TXP_FE4593A3E8,747643.85,Suburban North,2017-05-26
TXP_6CE3B9F9F1,357365.78,Coastal Area,2011-07-09
TXP_6283A08552,259634.76,Coastal Area,2015-07-21
TXP_EFFC9565AF,164717.85,Suburban West,2019-02-24
TXP_B6DA4BC6B5,,Suburban North,2010-12-19
TXP_D16E00C4BF,415929.33,City Center,2007-07-23
TXP_DE7CBB1CA8,131568.61,Coastal Area,2024-01-09
TXP_EBD4AB052D,,,2023-08-17
TXP_A94A3CDDE6,1308342.21,Industrial South,2010-04-03
TXP_27F54994A1,143405.83,Rural East,2011-01-04
TXP_BF4D57F427,146672.11,Suburban North,2016-03-13
TXP_8424CAF108,284261.24,Coastal Area,
TXP_D789EFB144,193906.82,Suburban West,2013-10-19
TXP_5602CD84E8,127599.54,Suburban West,2007-05-05
TXP_FDE8DD65EC,71580.66,Rural East,2008-06-27
TXP_64F4B200C9,351244.74,Suburban North,2010-01-26
TXP_7033304A63,571769.23,,2021-09-20
TXP_4DBD3685FF,91234.24,Suburban West,2024-08-10
TXP_C298C190C6,453423.19,City Center,2022-02-08
TXP_5C1F73317F,191114.48,Industrial South,2006-04-10
TXP_653DEF11B8,458499.83,Suburban North,2011-09-06
TXP_29F38BA399,127646.63,Rural East,2010-02-06
TXP_504C73209E,471859.61,City Center,2007-10-14
TXP_893466096C,100311.44,Suburban West,2015-06-25
TXP_ED013B8F3F,244632.84,Industrial South,2024-07-11
TXP_A572D4F505,725042.58,,2022-06-23
TXP_EFA18328D3,244157.59,City Center,2023-10-20
TXP_BE450D4C9A,436163.82,City Center,2020-01-06
TXP_36309028A7,50000.0,Rural East,2007-11-06
TXP_FB171A0671,85786.95,Suburban West,2010-11-02
TXP_EDF8C9C70A,405929.67,Industrial South,2017-02-03
TXP_4C63AAF716,73817.39,Rural East,2017-03-09
TXP_9E5BCCFEBB,136722.93,City Center,2016-09-20
TXP_FA6FB1F119,234339.06,,2012-08-02
TXP_1859A69A48,390398.39,Industrial South,2024-07-31
TXP_189C2D1AB6,561007.09,Suburban West,2011-09-27
TXP_B004E4183A,196119.0,Suburban West,2021-11-13
TXP_89566AC1CD,462711.93,City Center,2010-01-29
TXP_6ADFEB4F81,1216062.73,Suburban West,2015-03-21
TXP_097B4D9B16,810176.04,Rural East,2016-12-27
TXP_D088C773C0,854135.28,Suburban West,2016-12-18
TXP_25845876C8,231945.79,Suburban West,2015-05-09
TXP_47B44E4B5F,578544.56,Rural East,2008-03-11
TXP_37A2242564,377125.95,City Center,2023-08-02
TXP_750A1515AE,629467.69,Suburban North,2012-06-08
TXP_34157F0AAC,829766.68,Suburban West,2022-03-22
TXP_92146655AF,329491.37,City Center,2013-06-07
TXP_96FFA84960,395100.43,Rural East,2017-01-28
TXP_F77CA33AD0,60891.37,Industrial South,2016-05-19
TXP_3DD1358733,1108818.25,City Center,2018-04-04
TXP_464C3682D2,205278.73,City Center,2010-09-27
TXP_42D096D933,,Coastal Area,2019-01-21
TXP_D2183051F6,240153.89,Coastal Area,2019-09-17
TXP_E2CBBA879C,283359.84,Suburban North,2022-10-06
TXP_35C4F46E5F,321924.5,Suburban West,2024-09-22
TXP_079BC2C036,390344.07,Coastal Area,2008-10-22
TXP_5DC30923F2,259684.96,Suburban West,2021-02-18
TXP_FC9808C48B,676452.26,Suburban North,2014-02-11
TXP_6AB3912539,403400.47,Industrial South,2013-09-11
TXP_51D24EDCA4,239310.99,Suburban West,2016-08-17
TXP_79D1DA6F26,101562.75,Rural East,2012-09-16
TXP_93769E032F,191323.85,Suburban North,2022-09-01
TXP_9C3B710E3B,431581.93,Rural East,2019-06-09
TXP_DC4AB00BEE,727402.27,Suburban North,2007-12-05
TXP_E10DDB57F7,190278.59,Rural East,2019-06-21
TXP_05AF5E295F,,Suburban North,2009-07-08
TXP_E8D3F188C7,259796.79,Suburban North,2015-04-20
TXP_635C598AA1,128098.99,Suburban West,2020-06-30
TXP_387D3CA3CF,610795.45,,2011-08-02
TXP_CE3038A197,312205.74,Coastal Area,2018-11-26
TXP_D10013EA9E,55003.39,City Center,2009-09-28
TXP_35BED83E3F,122028.58,Rural East,2014-04-17
TXP_0813418BEB,121821.22,Suburban West,2020-10-26
TXP_AE9DCE5D6C,657816.92,Suburban North,2022-07-23
TXP_B49208F339,1427548.64,City Center,2022-04-07
TXP_39F7254914,180762.37,City Center,
TXP_A91409B74C,177809.59,Suburban West,2023-08-25
TXP_A045DD799F,111335.97,City Center,2015-03-03
TXP_52D46CC4A7,,Suburban North,2021-06-08
TXP_5173F201F2,166048.71,City Center,2009-04-23
TXP_5AB6B2483E,910309.57,Industrial South,2015-04-29
TXP_BE85C551A3,398412.6,Rural East,2023-05-04
TXP_AB739BACD0,574001.07,Suburban West,2007-02-17
TXP_EF88A2C66B,901219.52,Coastal Area,2010-01-05
TXP_DE4D2A287B,146902.15,City Center,2006-05-06
TXP_5BE0A526E6,119071.5,Industrial South,2018-02-20
TXP_96BA3DF953,553074.36,,2010-05-01
TXP_6920ED8D4A,226220.78,Suburban North,2017-07-07
TXP_06A06A05CB,1727319.31,Rural East,2009-05-24
TXP_B72B05BF5A,102937.12,Suburban North,2023-11-08
TXP_433B6101C7,84246.22,Suburban West,2012-12-21
TXP_13EB51359F,403319.85,Suburban West,2013-02-23
TXP_67065A9854,167127.58,Industrial South,2018-10-18
TXP_C750B69EA0,247306.32,City Center,2018-07-31
TXP_EFC053B046,174987.66,Suburban North,2006-03-19
TXP_62B6120E94,245993.63,Suburban West,2021-10-10
TXP_DC33147D0E,447923.31,Suburban West,2009-05-05
TXP_3C1B1C3834,209665.43,Suburban West,2009-05-24
TXP_8B132928FD,173303.18,Rural East,2009-08-08
TXP_29956B1192,226276.56,Rural East,2011-01-02
TXP_C026D9D5FF,50000.0,Suburban West,2021-05-27
TXP_D8D942BB6A,,Rural East,2007-07-05
TXP_CF1EEC0823,587936.94,Coastal Area,
TXP_9B3CECF707,790243.74,Suburban West,2013-11-24
TXP_55398EE8F0,,Suburban West,2020-04-12
TXP_CE0F87FCA2,238533.46,City Center,2022-08-02
TXP_8E8C8BBF9B,1365986.38,Rural East,2020-10-19
TXP_9CF68925A9,110965.07,Industrial South,2007-07-18
TXP_60828D5E32,942754.5,Suburban North,2022-03-12
TXP_3B2FA62348,1116623.74,City Center,2019-12-31
TXP_BDB509C660,156621.69,Industrial South,2007-08-01
TXP_66172AD30E,161690.09,City Center,2014-03-24
