Taxpayer ID,Declared Income,Deductions,Sector,prop_count,prop_value_total,prop_value_avg,prop_value_max,prop_value_min,prop_loc_distinct_count,prop_ownership_earliest,prop_ownership_latest,directorship_count,comp_distinct_count
TXP_37A5621B39,23624.91,4264.87,Healthcare,0,0.0,,,,0,,,0,0
TXP_B2B63197AD,107935.36,6378.21,Other,0,0.0,,,,0,,,0,0
TXP_10BA4C06BC,21000.38,3859.16,Finance,0,0.0,,,,0,,,0,0
TXP_680B5BCA3C,44784.22,10395.63,Retail,0,0.0,,,,0,,,0,0
TXP_FE8EB24B45,87173.33,10760.59,Services,2,628285.52,314142.76,490248.94,138036.58,2,2014-12-06,2015-04-18,0,0
TXP_EBD742DB61,22659.59,8050.14,Manufacturing,0,0.0,,,,0,,,0,0
TXP_16849C83B2,57096.39,17819.27,Education,0,0.0,,,,0,,,0,0
TXP_7E35D3D02C,23168.12,4185.62,Services,1,553765.73,553765.73,553765.73,553765.73,1,2006-09-21,2006-09-21,0,0
TXP_6FCEDAD3EF,86629.61,7181.82,Services,2,748723.02,374361.51,617154.41,131568.61,2,2011-07-09,2018-04-27,0,0
TXP_2A18D77345,24048.55,1768.31,Education,2,215116.29,107558.145,165116.29,50000.0,1,2011-06-17,2018-07-28,2,2
TXP_85752323FA,234857.58,19843.23,Education,3,1224002.48,408000.82666666666,529092.77,279129.19,2,2010-02-13,2023-01-03,1,1
TXP_01CD67BB62,58270.57,14287.17,Finance,2,957610.58,478805.29,539129.96,418480.62,2,2006-05-08,2010-08-01,0,0
TXP_D33A675542,24403.97,2316.26,Technology,0,0.0,,,,0,,,0,0
TXP_2CAD998469,75121.46,11200.35,Education,0,0.0,,,,0,,,0,0
TXP_B3F9376E6C,31436.72,8050.14,Services,0,0.0,,,,0,,,0,0
TXP_5C12D8285A,34984.87,1369.57,Retail,0,0.0,,,,0,,,0,0
TXP_E15D79F1A2,29065.27,1012.53,Education,2,882880.4500000001,441440.22500000003,587640.8,295239.65,2,2014-04-12,2025-01-15,0,0
TXP_4983D9084D,37481.86,5983.39,Technology,1,135319.0,135319.0,135319.0,135319.0,1,2021-07-13,2021-07-13,0,0
TXP_1EB58EC7C4,235632.06,43208.39,Services,2,1185325.08,592662.54,756944.96,428380.12,2,2015-07-05,2023-08-19,0,0
TXP_40AEC9A226,92972.96,9601.53,Manufacturing,0,0.0,,,,0,,,0,0
TXP_071AB74D05,228028.18,25204.0,Technology,0,0.0,,,,0,,,0,0
TXP_B6C28665B9,57611.77,9103.22,Manufacturing,0,0.0,,,,0,,,0,0
TXP_FCB2486104,70052.0,8554.48,Retail,0,0.0,,,,0,,,0,0
TXP_FCE8297DCC,73818.19,5501.82,Other,1,83615.04,83615.04,83615.04,83615.04,1,2023-10-01,2023-10-01,0,0
TXP_5B09EBCD67,15000.0,2192.29,Finance,2,437442.03500000003,218721.01750000002,260486.775,176955.26,1,2009-03-18,2013-08-28,0,0
TXP_FE3DFEB05D,54734.33,12223.46,Services,0,0.0,,,,0,,,0,0
TXP_725C3F77CF,17060.39,2189.74,Healthcare,0,0.0,,,,0,,,3,3
TXP_618FED4E9B,59755.57,6505.65,Retail,0,0.0,,,,0,,,2,2
TXP_66CD14BF30,46142.6,9892.66,Unknown,1,244632.84,244632.84,244632.84,244632.84,1,2011-09-06,2011-09-06,0,0
TXP_5BD3FE24A5,64465.75,11592.02,Technology,2,1638953.81,819476.905,1484489.51,154464.3,2,2015-03-16,2021-08-30,0,0
TXP_7B347F1C23,83359.87,15734.1,Services,0,0.0,,,,0,,,1,1
TXP_A174BF8E13,49722.32,6465.62,Construction,0,0.0,,,,0,,,0,0
TXP_F88C22DFC8,46163.25,6849.09,Manufacturing,2,295322.98,147661.49,196119.0,99203.98,2,1900-01-01,2012-08-02,2,2
TXP_2CC2D9BC1C,80087.18,15023.59,Construction,3,787221.895,262407.29833333334,352324.77,174410.35,2,2022-07-02,2023-11-22,0,0
TXP_544D0D1E85,57096.39,6299.64,Healthcare,0,0.0,,,,0,,,0,0
TXP_51DDC345EB,208541.85,37135.89,Retail,3,903546.57,301182.19,539879.46,50000.0,2,2008-04-03,2011-02-04,0,0
TXP_DAF33E6639,74354.89,4906.01,Construction,0,0.0,,,,0,,,0,0
TXP_6883A7BB7F,19511.8,3887.95,Construction,0,0.0,,,,0,,,0,0
TXP_34ECC8AFEF,40074.94,5009.78,Construction,0,0.0,,,,0,,,0,0
TXP_283A415798,33259.15,5588.12,Retail,0,0.0,,,,0,,,0,0
TXP_E34214496D,15990.63,2773.98,Healthcare,1,50000.0,50000.0,50000.0,50000.0,1,2011-09-14,2011-09-14,0,0
TXP_6081C947DD,22919.9,3012.34,Retail,0,0.0,,,,0,,,0,0
TXP_C5D0EB2E23,86235.53,16146.61,Services,0,0.0,,,,0,,,0,0
TXP_D165B003A9,10340.56,1918.881812201079,Unknown,1,1114296.01,1114296.01,1114296.01,1114296.01,1,2023-12-10,2023-12-10,2,2
TXP_1FA059F66E,22681.21,4374.77,Construction,1,50000.0,50000.0,50000.0,50000.0,1,2024-05-31,2024-05-31,1,1
TXP_96CEA2A04B,250000.0,13363.26,Finance,1,115786.84,115786.84,115786.84,115786.84,1,2021-09-07,2021-09-07,0,0
TXP_689A295400,81925.23,16058.03,Technology,2,2096914.46,1048457.23,2000000.0,96914.46,2,2011-01-25,2023-07-23,0,0
TXP_D97113ABCC,54589.07,6325.4,Retail,0,0.0,,,,0,,,1,1
TXP_8C6F58EA46,25870.87,2007.96,Healthcare,0,0.0,,,,0,,,0,0
TXP_1BF67D58CB,36804.33,4808.51,Finance,0,0.0,,,,0,,,0,0
TXP_A84F306224,79810.94,7733.32,Technology,2,1191945.9100000001,595972.9550000001,792780.68,399165.23,2,2006-11-10,2016-06-11,0,0
TXP_73AB3B0EB7,160685.34,26427.71,Retail,1,214917.89,214917.89,214917.89,214917.89,1,2022-09-30,2022-09-30,0,0
TXP_3FF70BDBDA,16398.72,3043.0852440659,Services,1,1771194.36,1771194.36,1771194.36,1771194.36,1,2019-10-04,2019-10-04,0,0
TXP_950B8E58FA,250000.0,22712.05,Services,0,0.0,,,,0,,,0,0
TXP_312C7827EE,15000.0,2882.91,Retail,1,341259.06,341259.06,341259.06,341259.06,1,2009-05-06,2009-05-06,0,0
TXP_F865F1C523,99014.05,16772.44,Other,3,1946116.79,648705.5966666667,1189076.63,194674.6,3,2018-09-04,2023-12-29,0,0
TXP_960EB0D892,157627.94,28494.76,Finance,3,2915469.0500000003,971823.0166666667,2000000.0,146497.12,3,2013-06-18,2021-12-30,0,0
TXP_2C2A23C9A9,15155.03,3089.68,Healthcare,4,1651835.95,412958.9875,840370.38,235033.51,3,2005-06-20,2020-04-07,1,1
TXP_7D27E7C09E,16661.43,3091.835934636173,Technology,1,2340385.01,2340385.01,2340385.01,2340385.01,1,2018-03-21,2018-03-21,0,0
TXP_E69528CAFA,82879.44,11043.28,Services,0,0.0,,,,0,,,0,0
TXP_F47BC3D1DF,7762.25,1440.428791744144,Finance,0,0.0,,,,0,,,0,0
TXP_CD15D5A06A,56764.23,6584.17,Services,1,260486.775,260486.775,260486.775,260486.775,1,2021-12-22,2021-12-22,4,4
TXP_37066AB0DE,17616.71,1344.24,Retail,1,261815.14,261815.14,261815.14,261815.14,1,2009-10-14,2009-10-14,0,0
TXP_0B9D22087F,42305.05,6263.68,Construction,0,0.0,,,,0,,,0,0
TXP_CA53341857,161982.13,24497.91,Construction,0,0.0,,,,0,,,0,0
TXP_47C23437C1,69648.71,8050.14,Services,0,0.0,,,,0,,,0,0
TXP_46863545B4,72268.25,8022.19,Education,2,412232.56,206116.28,306442.95,105789.61,2,2017-10-06,2024-11-20,0,0
TXP_3DFD9CDCA3,125289.33,9647.37,Manufacturing,2,922431.23,461215.615,522961.84,399469.39,2,2012-02-17,2013-12-02,0,0
TXP_E77A188FC1,250000.0,38730.88,Healthcare,1,233840.67,233840.67,233840.67,233840.67,1,2023-08-06,2023-08-06,0,0
TXP_62151C4991,141100.24,12437.81,Services,0,0.0,,,,0,,,0,0
TXP_B0D771A388,16097.46,2245.99,Retail,2,391236.19,195618.095,212493.55,178742.64,2,2005-11-30,2017-07-31,0,0
TXP_0F06D68707,15420.59,1306.78,Technology,2,750938.4,375469.2,427950.37,322988.03,1,2005-09-29,2010-05-09,0,0
TXP_244302CF0E,27984.92,2257.73,Other,0,0.0,,,,0,,,0,0
TXP_C56BD0A42B,77894.93,15234.34,Education,1,348613.1,348613.1,348613.1,348613.1,1,2015-06-25,2015-06-25,0,0
TXP_EF0E65B138,41390.3,1923.47,Education,0,0.0,,,,0,,,0,0
TXP_A82C33B521,83161.09,11545.48,Unknown,0,0.0,,,,0,,,0,0
TXP_E3D856D256,33298.4,3080.16,Other,0,0.0,,,,0,,,0,0
TXP_C776774E25,108210.99,6022.01,Healthcare,1,485003.01,485003.01,485003.01,485003.01,1,2012-01-13,2012-01-13,0,0
TXP_85A2E52E82,22088.19,2846.3,Construction,0,0.0,,,,0,,,0,0
TXP_4118147C2F,77513.17,14545.39,Construction,1,283359.84,283359.84,283359.84,283359.84,1,2019-01-21,2019-01-21,0,0
TXP_5A62734D74,18664.13,3641.41,Healthcare,2,1806770.8800000001,903385.4400000001,1752574.05,54196.83,1,2013-09-25,2017-11-26,0,0
TXP_05935BA468,36190.29,7196.14,Finance,0,0.0,,,,0,,,0,0
TXP_F9ACE3F776,112079.46,2606.59,Retail,0,0.0,,,,0,,,0,0
TXP_590712D889,57096.39,35249.03,Services,1,99607.18,99607.18,99607.18,99607.18,1,2014-03-02,2014-03-02,0,0
TXP_9D1DCEF002,134493.88,14708.41,Healthcare,0,0.0,,,,0,,,0,0
TXP_00661E0A86,239347.91,25256.05,Services,0,0.0,,,,0,,,0,0
TXP_5BA46AA711,104907.08,17264.78,Technology,0,0.0,,,,0,,,0,0
TXP_57F06F2A03,96965.8,24288.24,Finance,1,529195.04,529195.04,529195.04,529195.04,1,2006-01-11,2006-01-11,0,0
TXP_F859478352,61897.61,3182.71,Technology,0,0.0,,,,0,,,0,0
TXP_8E72D8084D,32074.4,4402.34,Construction,1,315476.38,315476.38,315476.38,315476.38,1,2009-10-27,2009-10-27,0,0
TXP_9F5463C108,50646.97,5723.51,Manufacturing,0,0.0,,,,0,,,0,0
TXP_60AF923B4F,188451.81,38104.55,Construction,0,0.0,,,,0,,,0,0
TXP_F52DAA5E7E,23826.89,4436.39,Finance,0,0.0,,,,0,,,0,0
TXP_D62B75D534,57096.39,4481.94,Services,0,0.0,,,,0,,,0,0
TXP_941D466961,15000.0,2221.47,Finance,0,0.0,,,,0,,,0,0
TXP_B10E03CFD5,102104.91,18412.06,Services,0,0.0,,,,0,,,0,0
TXP_CDBF27E561,57096.39,24346.4,Healthcare,0,0.0,,,,0,,,0,0
TXP_AB5F3E8EDD,47535.04,4871.35,Construction,0,0.0,,,,0,,,1,1
TXP_C2B0499748,101225.6,15934.25,Services,1,260486.775,260486.775,260486.775,260486.775,1,2005-11-16,2005-11-16,2,2
TXP_20C2337598,47256.66,6335.31,Retail,0,0.0,,,,0,,,0,0
TXP_A0DAED794B,122249.49,24621.18,Other,3,574231.89,191410.63,330486.59,56729.78,3,2010-08-10,2023-07-16,0,0
TXP_39F377AB43,169699.87,26198.99,Construction,1,239320.5,239320.5,239320.5,239320.5,1,2024-03-20,2024-03-20,0,0
TXP_AEDE3B2FF6,81395.3,14835.2,Services,2,572192.88,286096.44,414688.36,157504.52,2,2010-06-16,2019-11-23,0,0
TXP_1AFA7BE1D1,230232.21,40186.42,Healthcare,1,488191.83,488191.83,488191.83,488191.83,1,2018-08-27,2018-08-27,0,0
TXP_6445C7F5D3,250000.0,30974.47,Retail,2,874251.77,437125.885,496634.87,377616.9,1,2008-03-01,2014-11-21,0,0
TXP_DA5487D7ED,27322.17,2489.87,Unknown,1,571769.23,571769.23,571769.23,571769.23,1,2013-10-19,2013-10-19,0,0
TXP_A91FC72587,40235.35,5484.8,Technology,0,0.0,,,,0,,,0,0
TXP_D1E2B58B9D,78833.89,10545.31,Technology,0,0.0,,,,0,,,0,0
TXP_77C4A81A48,92290.38,21703.93,Other,0,0.0,,,,0,,,0,0
TXP_583422D3B0,33175.12,4159.26,Retail,0,0.0,,,,0,,,0,0
TXP_090EB55974,111976.75,10651.29,Retail,0,0.0,,,,0,,,0,0
TXP_4F9DF6F6EB,96456.07,12412.0,Construction,3,832516.86,277505.62,455598.29,94660.55,2,2014-01-03,2018-10-27,0,0
TXP_A7D9E1A516,69617.27,11098.7,Education,2,1033680.21,516840.105,907950.88,125729.33,2,2008-09-27,2015-12-08,0,0
TXP_25B4E5ADB5,16005.68,2428.35,Healthcare,0,0.0,,,,0,,,0,0
TXP_27AECCED2E,100484.93,16957.67,Finance,2,1475057.44,737528.72,790243.74,684813.7,2,2011-01-02,2014-10-29,0,0
TXP_A9B2F739E6,109736.63,16799.8,Retail,0,0.0,,,,0,,,0,0
TXP_DABDC35C3D,55371.5,8601.17,Finance,0,0.0,,,,0,,,0,0
TXP_595479B867,12446.97,8050.14,Construction,1,910494.69,910494.69,910494.69,910494.69,1,2010-02-08,2010-02-08,0,0
TXP_55509C49B3,131666.22,17613.84,Services,0,0.0,,,,0,,,0,0
TXP_BBDB849554,33286.0,5769.07,Education,3,2276625.9,758875.2999999999,1009081.94,581300.9,2,2006-09-15,2021-07-14,0,0
TXP_0B755A1C74,40724.59,4924.02,Retail,0,0.0,,,,0,,,2,2
TXP_16F7F49BC1,130757.94,18634.37,Technology,2,913451.93,456725.965,724994.17,188457.76,2,2011-03-24,2012-12-14,0,0
TXP_4F16DA8369,137710.05,18047.92,Construction,1,50000.0,50000.0,50000.0,50000.0,1,2024-06-04,2024-06-04,0,0
TXP_1DF8C1E360,32067.46,5914.81,Services,0,0.0,,,,0,,,0,0
TXP_C332FB8AE1,250000.0,44417.06,Retail,0,0.0,,,,0,,,0,0
TXP_E13FED43D7,57096.39,4810.02,Healthcare,0,0.0,,,,0,,,0,0
TXP_B4608D3E2C,132288.48,13784.98,Retail,2,702192.42,351096.21,580267.02,121925.4,1,2014-12-30,2015-12-11,0,0
TXP_854459F237,96628.06,11557.05,Services,2,1789823.5399999998,894911.7699999999,1317277.63,472545.91,1,2017-08-18,2018-08-19,0,0
TXP_8B72DB4096,35845.59,5316.13,Construction,0,0.0,,,,0,,,0,0
TXP_199D62C31F,15652.42,1679.57,Services,0,0.0,,,,0,,,0,0
TXP_62F04FE3D6,29988.72,4296.16,Education,0,0.0,,,,0,,,0,0
TXP_E2883385CE,57096.39,4642.86,Manufacturing,2,475782.375,237891.1875,260486.775,215295.6,2,2005-09-18,2016-04-02,0,0
TXP_84F9EEBD7A,24008.36,4075.46,Retail,2,618358.45,309179.225,340677.82,277680.63,2,2018-04-18,2023-03-03,0,0
TXP_9330E78550,60386.4,7517.16,Services,0,0.0,,,,0,,,0,0
TXP_78F7819771,47511.64,6184.02,Healthcare,1,274740.13,274740.13,274740.13,274740.13,1,2017-02-07,2017-02-07,0,0
TXP_886AACB783,39882.64,3341.2,Construction,1,82737.35,82737.35,82737.35,82737.35,1,2019-06-08,2019-06-08,0,0
TXP_937E4A09A9,63461.11,9607.87,Education,1,691936.89,691936.89,691936.89,691936.89,1,2006-03-16,2006-03-16,0,0
TXP_868B0ADEB4,219427.01,38239.94,Other,2,167711.07,83855.535,117711.07,50000.0,2,2006-08-27,2022-07-10,0,0
TXP_AF39F7C582,63008.75,8021.14,Services,0,0.0,,,,0,,,0,0
TXP_E92673544D,107263.63,4646.02,Finance,1,624985.56,624985.56,624985.56,624985.56,1,2020-04-12,2020-04-12,0,0
TXP_42B80F1E3A,47921.0,5658.96,Retail,0,0.0,,,,0,,,0,0
TXP_BD2B0F8606,63010.08,9210.87,Manufacturing,1,60159.45,60159.45,60159.45,60159.45,1,2012-12-02,2012-12-02,0,0
TXP_B967BDBC3D,99826.0,19202.18,Services,1,148096.11,148096.11,148096.11,148096.11,1,2011-11-13,2011-11-13,0,0
TXP_B07995192A,157215.03,33111.32,Services,1,749047.0,749047.0,749047.0,749047.0,1,2015-01-20,2015-01-20,0,0
TXP_B93F82DD15,15000.0,2424.29,Services,0,0.0,,,,0,,,0,0
TXP_31D99A857D,82140.17,4753.38,Finance,3,1808300.97,602766.99,766919.66,503488.29,3,2009-01-24,2016-08-06,0,0
TXP_F0D6BF7044,30041.65,2863.17,Technology,0,0.0,,,,0,,,0,0
TXP_A6D9ABE813,78033.61,16485.73,Construction,1,140117.6,140117.6,140117.6,140117.6,1,2020-07-20,2020-07-20,0,0
TXP_BC40E34019,39872.1,8059.12,Technology,0,0.0,,,,0,,,0,0
TXP_25A5CB6079,99892.16,10857.7,Construction,0,0.0,,,,0,,,0,0
TXP_5C0A0C9DEF,42160.62,5554.81,Retail,0,0.0,,,,0,,,0,0
TXP_5104DFB694,57722.93,8049.7,Services,0,0.0,,,,0,,,0,0
TXP_599504D268,36154.07,8617.75,Services,0,0.0,,,,0,,,1,1
TXP_BDF0D88F8F,84616.68,12772.92,Technology,0,0.0,,,,0,,,0,0
TXP_FBA67445A4,50346.17,13894.33,Technology,0,0.0,,,,0,,,0,0
TXP_8813945E9E,30579.64,6021.45,Healthcare,0,0.0,,,,0,,,0,0
TXP_03D44A662D,20411.38,2388.61,Finance,2,420256.20999999996,210128.10499999998,248730.08,171526.13,2,2012-03-06,2016-01-11,0,0
TXP_A8E6F35B8A,229326.57,32301.6,Unknown,0,0.0,,,,0,,,0,0
TXP_6ABF1128C5,76787.82,7160.59,Education,1,597253.07,597253.07,597253.07,597253.07,1,2009-06-26,2009-06-26,0,0
TXP_A8C9D79CE6,56819.03,5728.86,Services,5,1694558.04,338911.608,802331.87,61065.8,4,2013-02-19,2024-04-24,0,0
TXP_759154D494,30807.5,4979.4,Unknown,5,1432297.775,286459.555,563031.74,75345.07,3,2005-10-22,2022-02-04,0,0
TXP_63B299F72F,69376.01,10415.59,Technology,2,814360.3,407180.15,499931.73,314428.57,2,2010-03-30,2017-07-22,0,0
TXP_19CE6495A0,58532.86,9132.7,Technology,0,0.0,,,,0,,,0,0
TXP_ECD4A084EF,250000.0,20655.56,Technology,2,421978.60000000003,210989.30000000002,273771.59,148207.01,2,2010-08-25,2013-02-15,0,0
TXP_912F697591,110346.49,14080.16,Other,3,498870.25,166290.08333333334,222156.83,132329.06,2,1900-01-01,2020-04-11,0,0
TXP_9F260131DD,30147.58,3850.64,Services,0,0.0,,,,0,,,0,0
TXP_7D10F1A46E,30318.36,4872.91,Education,3,1688420.94,562806.98,885381.11,191630.89,3,2014-06-04,2024-03-04,0,0
TXP_595F76AFA8,57096.39,8173.9,Unknown,0,0.0,,,,0,,,0,0
TXP_6FB1FFFD99,18998.0,3119.31,Services,0,0.0,,,,0,,,0,0
TXP_8A279D6BC7,57604.81,10262.58,Construction,0,0.0,,,,0,,,0,0
TXP_903EA63518,83406.83,11370.95,Other,0,0.0,,,,0,,,0,0
TXP_7657863B85,71459.17,15943.75,Other,0,0.0,,,,0,,,0,0
TXP_1817172DEF,56504.95,5064.78,Construction,2,629596.4,314798.2,417477.86,212118.54,2,2008-10-27,2023-02-20,2,2
TXP_604698B89C,186432.18,27611.72,Services,3,1081212.1800000002,360404.06000000006,617992.64,154739.91,2,2014-02-17,2021-05-14,0,0
TXP_DCE04F7B0F,45278.26,4854.71,Healthcare,0,0.0,,,,0,,,1,1
TXP_ECDBFFD956,15000.0,2659.57,Retail,1,217861.37,217861.37,217861.37,217861.37,1,2007-05-20,2007-05-20,0,0
TXP_819D7E1412,127783.3,21810.77,Education,2,381657.06,190828.53,216358.6,165298.46,2,2014-08-26,2024-05-31,1,1
TXP_6FBAB49470,203004.07,23721.47,Construction,0,0.0,,,,0,,,0,0
TXP_DAA6193180,48043.61,10150.16,Retail,1,224913.41,224913.41,224913.41,224913.41,1,2022-12-10,2022-12-10,0,0
TXP_4AB6E6359D,22006.78,3539.5,Other,0,0.0,,,,0,,,0,0
TXP_5AC48448E3,250000.0,53871.36,Education,0,0.0,,,,0,,,0,0
TXP_B4C4DE5AAE,18417.24,3621.16,Technology,1,810176.04,810176.04,810176.04,810176.04,1,2021-11-13,2021-11-13,0,0
TXP_C597A7EF76,146293.78,21979.16,Services,3,1143947.78,381315.9266666667,546669.38,250740.38,2,2006-06-28,2017-02-16,0,0
TXP_44E791D225,45040.44,6310.53,Services,0,0.0,,,,0,,,0,0
TXP_FEF162BFA0,15000.0,3311.91,Services,1,232497.37,232497.37,232497.37,232497.37,1,2008-07-22,2008-07-22,0,0
TXP_6AE067112A,15000.0,1896.99,Finance,1,119235.38,119235.38,119235.38,119235.38,1,2013-03-03,2013-03-03,0,0
TXP_10D8F1463B,48135.2,9572.95,Healthcare,0,0.0,,,,0,,,0,0
TXP_D2B5837F3B,25268.42,3063.43,Manufacturing,0,0.0,,,,0,,,0,0
TXP_E10AF60CB1,92722.25,12540.92,Services,0,0.0,,,,0,,,4,4
TXP_8825DFD2ED,249093.18,48085.31,Healthcare,0,0.0,,,,0,,,2,2
TXP_6CA23ABB0D,15348.64,2769.92,Healthcare,0,0.0,,,,0,,,0,0
TXP_A7572ABF4E,32430.6,6153.49,Manufacturing,0,0.0,,,,0,,,0,0
TXP_B47FBA9B4C,95837.06,3553.16,Education,0,0.0,,,,0,,,0,0
TXP_2CB79F9FD5,144197.18,31466.82,Services,3,947732.34,315910.77999999997,558964.11,141190.24,3,2009-08-14,2017-12-24,0,0
TXP_9B4D42473C,52739.03,8617.73,Construction,0,0.0,,,,0,,,0,0
TXP_F3852E5E78,54613.84,8126.57,Retail,4,1067870.25,266967.5625,570878.17,144580.74,4,2008-02-23,2016-01-18,3,3
TXP_CB33C010DC,104300.07,5940.41,Education,0,0.0,,,,0,,,1,1
TXP_7ACB2DC1D3,18626.76,3456.539199447087,Retail,1,2190131.49,2190131.49,2190131.49,2190131.49,1,2005-07-22,2005-07-22,0,0
TXP_F144E7C7CE,29807.51,2377.75,Services,0,0.0,,,,0,,,0,0
TXP_CD1183D4B4,62508.18,7070.79,Education,2,954404.9500000001,477202.47500000003,853885.29,100519.66,1,2010-07-14,2014-06-01,0,0
TXP_91A7C085A6,127080.11,23183.88,Services,1,327514.83,327514.83,327514.83,327514.83,1,2010-06-26,2010-06-26,0,0
TXP_C07B42C208,57096.39,6887.42,Manufacturing,0,0.0,,,,0,,,0,0
TXP_45696CA49D,57096.39,24289.01,Technology,1,240153.89,240153.89,240153.89,240153.89,1,2010-09-27,2010-09-27,0,0
TXP_3216A297A9,43735.02,6750.83,Retail,4,493850.92,123462.73,185099.02,95253.0,2,2010-02-11,2019-10-11,0,0
TXP_F414470B69,38516.24,2209.76,Retail,0,0.0,,,,0,,,0,0
TXP_15548B2322,79923.44,9578.79,Construction,0,0.0,,,,0,,,0,0
TXP_E823A171AB,15000.0,3522.17,Other,2,295411.58999999997,147705.79499999998,200258.77,95152.82,2,2015-03-16,2021-03-08,1,1
TXP_9B269961F9,28920.03,4873.11,Construction,1,1325704.14,1325704.14,1325704.14,1325704.14,1,2011-07-10,2011-07-10,0,0
TXP_13E668653A,85343.17,13071.85,Education,1,500220.63,500220.63,500220.63,500220.63,1,2012-11-24,2012-11-24,0,0
TXP_3AE6DAE644,183326.59,35229.04,Technology,3,706217.38,235405.79333333333,295831.34,201793.39,2,2012-07-27,2024-05-13,0,0
TXP_1E9F3555BA,57096.39,6318.75,Technology,2,878917.36,439458.68,666844.7,212072.66,2,2009-03-07,2012-08-01,0,0
TXP_EA8A48B9DB,55688.93,6350.17,Manufacturing,0,0.0,,,,0,,,0,0
TXP_2449989E2D,50495.5,5979.41,Education,0,0.0,,,,0,,,0,0
TXP_836AFC9C0B,45164.9,5157.77,Services,0,0.0,,,,0,,,1,1
TXP_E6B5613FF9,163683.83,25887.52,Retail,1,390585.96,390585.96,390585.96,390585.96,1,2014-09-11,2014-09-11,0,0
TXP_B5EAB6D5F1,59512.0,9765.15,Construction,2,332306.71,166153.355,259163.63,73143.08,2,2010-02-17,2017-09-25,0,0
TXP_6A477AEC7E,166417.5,29208.28,Manufacturing,0,0.0,,,,0,,,0,0
TXP_04EDB287EE,14003.98,2598.697026121184,Manufacturing,0,0.0,,,,0,,,2,2
TXP_DBFAC459CA,84518.4,17594.37,Other,0,0.0,,,,0,,,0,0
TXP_1902F56972,11845.35,2198.123377665818,Manufacturing,3,5335758.99,1778586.33,2330920.9,1487736.69,3,2015-12-02,2017-07-05,0,0
TXP_6F7458E937,41015.2,5973.02,Healthcare,0,0.0,,,,0,,,0,0
TXP_84B5D805EA,28344.34,3078.39,Construction,0,0.0,,,,0,,,0,0
TXP_7D41B5E22C,96547.37,18111.18,Construction,3,1424500.94,474833.64666666667,763516.97,175843.36,2,2012-09-10,2018-07-08,0,0
TXP_E810BE9F8A,20910.97,3838.48,Finance,0,0.0,,,,0,,,0,0
TXP_506E7B5F71,90531.85,8050.14,Retail,2,424082.89,212041.445,266421.32,157661.57,2,2007-03-19,2024-09-14,0,0
TXP_E0094E557A,10670.95,1980.1917762584528,Finance,0,0.0,,,,0,,,0,0
TXP_58F1A56083,25981.37,2354.86,Technology,0,0.0,,,,0,,,0,0
TXP_8077D51B61,34253.05,7397.13,Services,3,1513308.25,504436.0833333333,815881.87,313875.98,3,2006-11-16,2022-05-08,0,0
TXP_9F1618F99B,250000.0,13139.57,Construction,1,99838.59,99838.59,99838.59,99838.59,1,2024-10-30,2024-10-30,0,0
TXP_DAFFFBE643,57244.47,9188.76,Technology,0,0.0,,,,0,,,0,0
TXP_DB931DF5F2,48682.49,7910.43,Services,1,124920.13,124920.13,124920.13,124920.13,1,2012-03-30,2012-03-30,0,0
TXP_6CE6561C36,15000.0,2785.6,Retail,0,0.0,,,,0,,,2,2
TXP_2D995C3AAA,190192.98,19912.84,Healthcare,0,0.0,,,,0,,,0,0
TXP_80402E1D7C,86976.22,6426.21,Healthcare,0,0.0,,,,0,,,0,0
TXP_292F5F70F3,47853.0,6524.5,Services,0,0.0,,,,0,,,3,3
TXP_3CA73AD297,52247.25,8136.34,Healthcare,2,273143.52,136571.76,198898.62,74244.9,1,2005-07-07,2020-07-29,0,0
TXP_E9826981B3,15000.0,2288.07,Construction,1,621962.96,621962.96,621962.96,621962.96,1,2023-01-09,2023-01-09,0,0
TXP_0B5D6F548F,47714.04,5960.88,Other,1,154904.21,154904.21,154904.21,154904.21,1,2019-12-01,2019-12-01,0,0
TXP_2B25E8058C,125233.2,11923.5,Technology,1,497561.78,497561.78,497561.78,497561.78,1,1900-01-01,1900-01-01,0,0
TXP_297F5C5606,24414.17,3023.77,Manufacturing,1,353591.01,353591.01,353591.01,353591.01,1,2013-01-18,2013-01-18,0,0
TXP_C5A3864CB8,45163.88,8285.28,Manufacturing,4,1467716.01,366929.0025,994322.61,92804.14,4,2009-12-17,2024-03-22,0,0
TXP_3B9FEEED7E,32705.28,4467.29,Services,3,1124431.4,374810.4666666666,813407.4,147466.28,3,2010-06-18,2012-04-16,0,0
TXP_AE40F7CC3D,17340.8,3176.2,Technology,0,0.0,,,,0,,,0,0
TXP_38FA8E659A,57096.39,8050.14,Services,0,0.0,,,,0,,,0,0
TXP_FBA735882E,53156.76,6754.76,Finance,2,920321.6,460160.8,597662.87,322658.73,2,2015-08-26,2021-11-19,0,0
TXP_6A993F6641,91814.0,16744.99,Healthcare,0,0.0,,,,0,,,0,0
TXP_9B2F62DF34,157956.8,25560.37,Retail,2,559677.53,279838.765,495666.53,64011.0,2,2020-04-22,2025-02-27,0,0
TXP_0CAF898CEC,35228.4,4842.04,Finance,0,0.0,,,,0,,,0,0
TXP_993892C382,88326.32,20546.92,Technology,0,0.0,,,,0,,,0,0
TXP_B68507B92A,171042.07,35034.88,Education,0,0.0,,,,0,,,0,0
